snp-dists 0.8.2	ERR12861620	ERR3524767	ERR4022294	ERR12861515	ERR12861619	23IE200_S39_L001	23IE167_S6_L001	23IE195_S34_L001	ERR12861633	ERR3524774	ERR12861582	ERR3337544	ERR12861624	ERR12861595	ERR3468923	ERR3468864	ERR12861441	ERR3337527	22IE192b_S8_L001	22IE243_S11_L001	ERR4022309	ERR12861572	ERR4022330	ERR6057651	ERR12861669	22IE83_L001	23IE168_S7_L001	ERR12861643	ERR3337601	ERR12861561	ERR3468814	ERR4022334	ERR6057642	23IE193_S32_L001	23IE179_S18_L001	23IE171_S10_L001	ERR12861548	ERR3468880	ERR12861436	ERR4022333	ERR3566339	ERR3468884	ERR4022430	23IE187_S26_L001	ERR12861657	23IE198_S37_L001	ERR3566300	ERR4022320	22IE327_S2_L001	ERR3468817	ERR3566317	ERR12861634	23IE181_S20_L001	ERR3337543	23IE189_S28_L001	23IE202_S41_L001	ERR3566299	ERR3468924	ERR3337480	ERR3524829	ERR6057622	ERR12861894	ERR12861516	23IE177_S16_L001	ERR12861630	ERR12861581	ERR3524777	ERR2988413	ERR2988387	ERR3566237	ERR3337493	ERR12861512	ERR4022350	ERR3337484	ERR12861505	ERR2988437	23IE174_S13_L001	ERR3468913	23IE170_S9_L001	ERR12861603	ERR12861448	ERR2988424	ERR12861629	ERR12861525	ERR3566347	ERR3468869	ERR12861610	ERR12861607	ERR3566274	ERR4022304	ERR3468899	ERR12861551	ERR12861546	23IE169_S8_L001	23IE184_S23_L001	ERR12861907	23IE190_S29_L001	ERR12861568	ERR12861438	ERR12861664	ERR12861673	ERR12861492	ERR4022397	ERR4022403	23IE192_S31_L001	ERR3566337	ERR3337584	ERR12861555	ERR4022429	ERR3337469	ERR12861659	23IE162_S1_L001	ERR12861677	ERR12861660	ERR12861649	ERR3337583	ERR6057648	ERR12861670	ERR12861491	ERR12861486	ERR12861904	ERR4022417	ERR12861556	23IE205_S44_L001	23IE186_S25_L001	ERR4022413	ERR12861663	ERR12861482	ERR12861674	ERR12861495	ERR3566357	ERR2988423	ERR4022377	ERR12861472	ERR12861535	ERR12861684	ERR3337559	ERR3566340	23IE203_S42_L001	ERR12861617	ERR4022364	ERR3566353	ERR3337423	23IE176_S15_L001	ERR12861579	ERR12861494	ERR12861662	ERR4022412	ERR2988441	ERR3566322	23IE191_S30_L001	ERR12861557	23IE199_S38_L001	ERR12861487	ERR12861671	ERR4022306	ERR3468976	ERR3468826	23IE178_S17_L001	23IE204_S43_L001	ERR3337595	ERR12861544	ERR3337478	ERR3468986	ERR12861612	ERR3337422	ERR12861605	ERR12861509	ERR3524821	ERR4339043	ERR3566352	ERR4339054	ERR12861681	ERR4022288	ERR3468878	ERR3468928	ERR12861589	ERR3337654	ERR12861685	23IE188_S27_L001	ERR3566356	ERR12861473	ERR3468906	23IE197_S36_L001	ERR6057683	23IE175_S14_L001	ERR3337566	ERR12861611	ERR4022366	ERR12861533	ERR12861682	ERR3468916	23IE166_S5_L001	ERR3566296	23IE183_S22_L001	ERR12861602	ERR12861470	ERR3524808	ERR2988421	ERR3337657	23IE185_S24_L001	ERR12861497	23IE206_S45_L001	ERR12861658	ERR3337592	23IE173_S12_L001	ERR12861672	ERR3337442	ERR12861493	ERR12861665	ERR4022415	ERR12861569	ERR3468832	ERR12861547	ERR2988378	ERR3468825	ERR12861550	ERR3468898	ERR12861499	ERR12861678	ERR3337448	ERR3468951	ERR3468955	ERR12861437	ERR2988361	ERR3566396	ERR12861454	ERR2988386	ERR4022346	ERR12861513	ERR12861631	ERR3337401	ERR3337551	ERR6057609	ERR12861580	ERR4022285	ERR3337416	ERR3337496	23IE196_S35_L001	ERR12861517	ERR2988416	ERR3566298	ERR4022355	ERR12861500	ERR12861593	ERR4022296	ERR12861635	ERR3337555	ERR12861584	ERR3337491	ERR12861510	ERR6057624	ERR3566288	ERR2988406	ERR12861457	ERR3337667	ERR3337415	ERR4022291	ERR3337649	23IE194_S33_L001	ERR3337482	ERR3468926	ERR12861503	ERR3337495	ERR3468931	ERR12861514	ERR12861636	23IE201_S40_L001	23IE182_S21_L001	ERR12861621	ERR3524766	23IE163_S2_L001	ERR3524848	ERR12861560	23IE207_S46_L001	23IE164_S3_L001	ERR3566386	23IE180_S19_L001	ERR12861559	ERR3468891	ERR6057647	ERR3337613	ERR12861573	ERR3468956	ERR3468806	23IE165_S4_L001	23IE172_S11_L001
23IE204_S43_L001	73	17	21	74	22	86	72	90	73	17	74	104	73	73	99	95	63	21	77	115	94	102	17	89	74	78	26	22	70	74	17	17	99	36	84	22	16	70	87	94	96	103	28	15	90	59	21	70	90	118	90	73	91	30	19	90	30	90	70	85	90	31	81	94	73	6	17	17	103	94	70	81	70	88	81	21	84	21	102	22	34	70	74	81	90	96	22	22	118	17	17	28	79	102	64	31	15	102	54	74	87	81	19	99	90	99	90	28	28	30	56	72	81	94	73	90	30	90	18	81	31	109	74	99	18	28	64	81	63	13	90	16	70	100	74	74	30	99	57	102	30	91	70	72	6	81	64	19	21	99	99	22	19	74	32	103	21	21	99	0	21	6	70	17	73	17	73	81	84	21	28	37	71	19	118	28	22	21	74	100	87	81	17	115	30	19	70	30	70	16	22	90	26	17	90	73	54	21	17	17	64	81	19	81	70	36	32	103	18	74	118	22	90	6	21	90	79	17	81	81	17	99	30	85	17	99	132	17	70	22	102	70	17	118	102	109	21	70	99	90	70	17	70	81	56	17	56	17	22	70	74	90	30	103	102	17	17	97	17	28	70	17	74	70	21	74	41	90	36	79	17	30	30	102	97	36	99	102	32	21	96	21	30	17	17	36	18
ERR3337595	74	12	0	75	19	87	73	93	74	12	75	99	74	74	104	96	70	24	74	116	99	97	12	88	69	74	27	19	71	75	12	12	104	31	77	25	11	71	84	99	97	98	29	16	91	59	0	71	93	111	89	74	94	35	14	89	35	89	71	89	89	30	76	97	74	17	12	12	98	99	71	76	71	88	76	0	77	0	97	19	41	71	75	76	89	99	19	19	111	12	12	31	76	105	69	30	16	97	55	75	84	76	14	104	89	104	89	31	29	35	55	73	76	99	74	89	35	91	13	76	30	110	75	102	13	29	64	76	70	18	89	11	71	102	75	69	35	104	57	97	35	90	71	73	17	76	64	14	24	104	102	19	14	69	27	98	24	24	102	21	0	17	71	12	74	12	74	76	82	0	29	34	68	14	111	29	19	24	69	100	84	76	12	116	35	14	71	33	71	11	19	89	27	12	89	74	55	0	12	12	69	76	14	76	71	31	27	98	13	75	111	19	89	17	24	89	76	12	76	76	12	104	35	84	12	104	135	12	71	19	97	71	12	111	97	110	24	71	102	91	71	12	71	76	55	12	55	12	19	71	75	89	35	98	97	12	12	102	12	31	71	12	75	71	0	75	36	93	31	76	12	35	35	97	100	35	104	97	27	0	97	24	33	12	12	35	13
ERR12861544	72	13	17	75	18	87	68	89	72	13	75	108	72	72	98	94	62	18	77	117	93	101	13	89	73	77	27	18	71	75	13	13	98	34	86	24	12	71	89	93	95	107	27	10	92	60	17	71	89	119	90	72	90	33	15	90	33	90	71	85	90	30	81	97	72	0	13	13	107	93	71	81	71	88	81	17	86	17	99	18	35	71	75	81	90	95	18	18	119	13	13	24	80	101	63	30	10	101	53	75	89	81	15	98	90	98	90	24	27	33	55	68	81	93	72	90	33	92	14	81	30	111	75	102	14	27	62	81	62	7	90	12	71	99	75	73	33	98	56	101	33	90	71	68	0	81	62	15	18	98	102	18	15	73	28	107	18	18	102	6	17	0	71	13	72	13	72	81	84	17	27	31	71	15	119	27	18	18	73	100	89	81	13	117	33	15	71	29	71	12	18	90	27	13	90	72	53	17	13	13	63	81	15	81	71	34	28	107	14	75	119	18	90	0	18	90	80	13	81	81	13	98	33	86	13	98	131	13	71	18	101	71	13	119	101	111	18	71	102	92	71	13	71	81	55	13	55	13	18	71	75	90	33	107	101	13	13	96	13	24	71	13	75	71	17	75	37	89	34	80	13	33	33	101	100	33	98	99	28	17	95	18	29	13	13	33	14
ERR3337478	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR3468986	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR12861612	0	74	74	95	73	67	81	65	0	74	95	99	0	0	66	68	14	70	77	109	65	86	74	65	87	77	67	73	83	95	73	74	66	66	83	32	73	83	90	65	71	98	71	76	66	43	74	83	65	103	66	0	65	61	76	66	61	66	83	59	66	61	93	77	0	72	74	74	98	65	83	93	83	64	93	74	83	74	88	73	10	83	95	93	66	61	73	73	103	74	74	80	92	73	9	61	76	86	75	95	90	93	76	66	66	66	66	80	71	61	85	81	93	65	0	66	61	66	75	93	61	103	95	82	75	71	82	93	14	71	66	73	83	60	95	87	61	66	67	86	61	66	83	81	72	93	82	76	70	66	82	73	76	87	67	98	70	70	82	73	74	72	83	74	0	74	0	93	62	74	71	81	86	76	103	71	73	70	87	80	90	93	74	109	61	76	83	67	83	73	73	66	67	74	66	0	75	74	74	74	9	93	76	93	83	66	67	98	75	95	103	73	66	72	70	66	92	74	93	93	74	66	61	99	73	66	96	74	83	73	86	83	74	103	86	103	70	83	82	66	83	74	83	93	85	74	85	74	73	83	95	66	61	98	86	74	74	68	74	80	83	74	95	83	74	95	72	65	66	92	74	61	61	86	80	59	66	88	67	74	71	70	67	74	74	59	75
ERR3337422	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR12861605	0	74	74	95	73	67	81	65	0	74	95	99	0	0	66	68	14	70	77	109	65	86	74	65	87	77	67	73	83	95	73	74	66	66	83	32	73	83	90	65	71	98	71	76	66	43	74	83	65	103	66	0	65	61	76	66	61	66	83	59	66	61	93	77	0	72	74	74	98	65	83	93	83	64	93	74	83	74	88	73	10	83	95	93	66	61	73	73	103	74	74	80	92	73	9	61	76	86	75	95	90	93	76	66	66	66	66	80	71	61	85	81	93	65	0	66	61	66	75	93	61	103	95	82	75	71	82	93	14	71	66	73	83	60	95	87	61	66	67	86	61	66	83	81	72	93	82	76	70	66	82	73	76	87	67	98	70	70	82	73	74	72	83	74	0	74	0	93	62	74	71	81	86	76	103	71	73	70	87	80	90	93	74	109	61	76	83	67	83	73	73	66	67	74	66	0	75	74	74	74	9	93	76	93	83	66	67	98	75	95	103	73	66	72	70	66	92	74	93	93	74	66	61	99	73	66	96	74	83	73	86	83	74	103	86	103	70	83	82	66	83	74	83	93	85	74	85	74	73	83	95	66	61	98	86	74	74	68	74	80	83	74	95	83	74	95	72	65	66	92	74	61	61	86	80	59	66	88	67	74	71	70	67	74	74	59	75
ERR12861509	93	84	76	90	75	102	108	94	93	84	90	83	93	93	97	91	91	83	98	68	98	79	84	89	18	98	85	75	56	90	84	84	97	77	55	60	83	56	42	98	92	82	87	83	101	67	76	56	94	48	89	93	94	88	84	89	88	89	56	87	89	85	0	77	93	81	84	84	82	98	56	0	56	87	0	76	55	76	77	75	57	56	90	0	89	98	75	75	48	84	84	69	55	92	94	85	83	79	88	90	42	0	84	97	89	97	89	69	87	88	92	108	0	98	93	89	88	101	83	0	85	90	90	75	83	87	83	0	91	84	89	83	56	99	90	18	88	97	35	79	88	89	56	108	81	0	83	84	83	97	75	75	84	18	81	82	83	83	75	81	76	81	56	84	93	84	93	0	84	76	87	62	10	84	48	87	75	83	18	80	42	0	84	68	88	84	56	63	56	83	75	89	85	84	89	93	88	76	84	84	94	0	84	0	56	77	81	82	83	90	48	75	89	81	83	89	55	84	0	0	84	97	88	83	84	97	132	84	56	75	79	56	84	48	79	90	83	56	75	101	56	84	56	0	92	84	92	84	75	56	90	89	88	82	79	84	84	101	84	69	56	84	90	56	76	90	56	94	77	55	84	88	88	79	79	80	97	77	81	76	92	83	63	84	84	80	83
ERR3524821	62	88	82	96	88	60	94	12	62	88	96	93	62	62	29	29	67	89	73	91	24	83	88	0	76	73	87	88	82	96	87	88	29	76	85	24	87	82	83	24	31	92	89	91	43	38	82	82	12	80	0	62	13	77	90	0	77	0	82	9	0	74	84	66	62	84	88	88	92	24	82	84	82	0	84	82	85	82	81	88	42	82	96	84	0	30	88	88	80	88	88	85	89	34	67	74	91	83	89	96	83	84	90	29	0	29	0	85	89	77	96	94	84	24	62	0	77	43	87	84	74	76	96	67	89	89	89	84	67	87	0	87	82	30	96	76	77	29	57	83	77	0	82	94	84	84	89	90	89	29	67	88	90	76	85	92	89	89	67	84	82	84	82	88	62	88	62	84	0	82	89	87	77	90	80	89	88	89	76	69	83	84	88	91	77	90	82	83	82	87	88	0	87	88	0	62	89	82	88	88	67	84	90	84	82	76	85	92	87	96	80	88	0	84	89	0	89	88	84	84	88	29	77	93	88	29	64	88	82	88	83	82	88	80	83	76	89	82	67	43	82	88	82	84	96	88	96	88	88	82	96	0	77	92	83	88	88	27	88	85	82	88	96	82	82	96	83	12	76	89	88	77	77	83	69	71	29	81	85	82	31	89	83	88	88	71	89
ERR4339043	74	12	0	75	19	87	73	93	74	12	75	99	74	74	104	96	70	24	74	116	99	97	12	88	69	74	27	19	71	75	12	12	104	31	77	25	11	71	84	99	97	98	29	16	91	59	0	71	93	111	89	74	94	35	14	89	35	89	71	89	89	30	76	97	74	17	12	12	98	99	71	76	71	88	76	0	77	0	97	19	41	71	75	76	89	99	19	19	111	12	12	31	76	105	69	30	16	97	55	75	84	76	14	104	89	104	89	31	29	35	55	73	76	99	74	89	35	91	13	76	30	110	75	102	13	29	64	76	70	18	89	11	71	102	75	69	35	104	57	97	35	90	71	73	17	76	64	14	24	104	102	19	14	69	27	98	24	24	102	21	0	17	71	12	74	12	74	76	82	0	29	34	68	14	111	29	19	24	69	100	84	76	12	116	35	14	71	33	71	11	19	89	27	12	89	74	55	0	12	12	69	76	14	76	71	31	27	98	13	75	111	19	89	17	24	89	76	12	76	76	12	104	35	84	12	104	135	12	71	19	97	71	12	111	97	110	24	71	102	91	71	12	71	76	55	12	55	12	19	71	75	89	35	98	97	12	12	102	12	31	71	12	75	71	0	75	36	93	31	76	12	35	35	97	100	35	104	97	27	0	97	24	33	12	12	35	13
ERR3566352	71	27	29	72	34	84	76	96	71	27	72	108	71	71	105	101	61	27	75	121	104	97	27	95	75	75	6	34	70	72	27	27	105	37	87	25	26	70	88	104	102	107	0	23	91	58	29	70	96	115	96	71	96	34	27	96	34	96	70	95	96	37	87	95	71	27	27	27	107	104	70	87	70	95	87	29	87	29	96	34	33	70	72	87	96	100	34	34	115	27	27	40	80	106	64	37	23	97	58	72	88	87	27	105	96	105	96	40	0	34	62	76	87	104	71	96	34	91	28	87	37	108	72	101	26	0	57	87	61	28	96	26	70	104	72	75	34	105	61	97	34	96	70	76	27	87	57	27	27	105	101	34	27	75	40	107	27	27	101	28	29	27	70	27	71	27	71	87	89	29	0	45	81	27	115	0	34	27	75	97	88	87	27	121	34	27	70	43	70	26	34	96	6	27	96	71	58	29	27	27	64	87	27	87	70	37	40	107	28	72	115	34	96	27	27	96	80	27	87	87	27	105	34	83	27	105	136	27	70	34	97	70	27	115	97	108	27	70	101	91	70	27	70	87	62	27	62	27	34	70	72	96	34	107	97	27	27	107	27	40	70	27	72	70	29	72	50	96	37	80	27	34	34	97	97	34	105	96	40	29	102	27	43	27	27	34	26
ERR4339054	81	34	34	84	29	94	80	96	81	34	84	103	81	81	99	99	73	39	88	104	96	90	34	92	58	88	47	29	60	84	34	34	99	51	77	37	33	60	70	96	100	102	45	31	95	66	34	60	96	98	93	81	97	52	34	93	52	93	60	88	93	55	62	95	81	31	34	34	102	96	60	62	60	91	62	34	77	34	88	29	49	60	84	62	93	100	29	29	98	34	34	13	63	104	76	55	31	90	70	84	70	62	34	99	93	99	93	13	45	52	70	80	62	96	81	93	52	95	35	62	55	100	84	99	33	45	77	62	73	28	93	33	60	102	84	58	52	99	43	90	52	93	60	80	31	62	77	34	39	99	99	29	34	58	43	102	39	39	99	37	34	31	60	34	81	34	81	62	87	34	45	0	62	34	98	45	29	39	58	97	70	62	34	104	52	34	60	48	60	33	29	93	47	34	93	81	70	34	34	34	76	62	34	62	60	51	43	102	35	84	98	29	93	31	39	93	63	34	62	62	34	99	52	95	34	99	134	34	60	29	90	60	34	98	90	100	39	60	99	95	60	34	60	62	70	34	70	34	29	60	84	93	52	102	90	34	34	99	34	13	60	34	84	60	34	84	38	96	51	63	34	52	52	90	97	54	99	88	43	34	100	39	48	34	34	54	33
ERR12861681	86	76	68	84	67	98	100	88	86	76	84	83	86	86	97	85	88	75	90	74	96	77	76	83	22	90	79	67	58	84	76	76	97	67	57	53	75	58	42	96	86	82	81	75	99	63	68	58	88	58	83	86	88	80	76	83	80	83	58	84	83	75	10	75	86	71	76	76	82	96	58	10	58	81	10	68	57	68	83	67	52	58	84	10	83	94	67	67	58	76	76	61	61	88	87	75	75	77	80	84	42	10	76	97	83	97	83	61	81	80	82	100	10	96	86	83	80	99	75	10	75	96	84	79	75	81	75	10	88	76	83	75	58	95	84	22	80	97	36	77	80	83	58	100	71	10	75	76	75	97	79	67	76	22	73	82	75	75	79	71	68	71	58	76	86	76	86	10	77	68	81	62	0	76	58	81	67	75	22	78	42	10	76	74	80	76	58	58	58	75	67	83	79	76	83	86	80	68	76	76	87	10	76	10	58	67	73	82	75	84	58	67	83	71	75	83	61	76	10	10	76	97	80	77	76	97	128	76	58	67	77	58	76	58	77	96	75	58	79	99	58	76	58	10	82	76	82	76	67	58	84	83	80	82	77	76	76	99	76	61	58	76	84	58	68	84	54	88	67	61	76	80	80	77	77	70	97	83	73	68	86	75	58	76	76	70	75
ERR4022288	76	2	14	73	13	87	73	97	76	2	73	109	76	76	106	104	68	22	78	122	101	99	2	96	77	78	25	13	69	73	2	2	106	31	87	24	3	69	90	101	105	108	27	12	91	63	14	69	97	121	97	76	98	29	2	97	29	97	69	92	97	30	84	103	76	15	2	2	108	101	69	84	69	95	84	14	87	14	97	13	41	69	73	84	97	101	13	13	121	2	2	29	78	109	67	30	12	99	53	73	90	84	0	106	97	106	97	29	27	29	53	73	84	101	76	97	29	91	3	84	30	112	73	108	1	27	66	84	68	14	97	3	69	111	73	77	29	106	61	99	29	98	69	73	15	84	66	0	22	106	108	13	2	77	25	108	22	22	108	19	14	15	69	2	76	2	76	84	90	14	27	34	76	0	121	27	13	22	77	106	90	84	2	122	29	2	69	33	69	3	13	97	25	2	97	76	53	14	2	2	67	84	2	84	69	31	25	108	3	73	121	13	97	15	22	97	78	2	84	84	2	106	29	90	2	106	143	2	69	13	99	69	2	121	99	112	22	69	108	91	69	2	69	84	53	2	53	2	13	69	73	97	29	108	99	2	2	104	2	29	69	2	73	69	14	73	34	97	31	78	2	29	29	99	106	31	106	97	25	14	105	22	33	2	2	31	1
ERR3468878	103	121	111	100	114	112	113	88	103	121	100	76	103	103	91	76	101	117	113	45	96	68	121	85	60	113	111	114	78	100	120	121	91	109	58	73	120	78	53	96	78	75	115	121	85	65	111	78	88	0	85	103	89	114	121	85	114	85	78	85	85	113	48	67	103	119	121	121	75	96	78	48	78	84	48	111	58	111	78	114	66	78	100	48	85	96	114	114	0	121	121	105	65	84	104	113	121	68	100	100	53	48	121	91	85	91	85	105	115	114	104	113	48	96	103	85	114	85	120	48	113	80	100	65	120	115	95	48	101	124	85	120	78	93	100	60	114	91	28	68	114	85	78	113	119	48	95	121	117	91	65	114	121	60	110	75	117	117	65	118	111	119	78	121	103	121	103	48	80	111	115	98	58	121	0	115	114	117	60	69	53	48	121	45	114	121	78	104	78	120	114	85	111	121	85	103	100	111	121	121	104	48	121	48	78	109	110	75	120	100	0	114	85	119	117	85	65	121	48	48	121	91	114	89	121	91	129	121	78	114	68	78	121	0	68	80	117	78	65	85	78	121	78	48	104	121	104	121	114	78	100	85	114	75	68	121	121	99	121	105	78	121	100	78	111	100	97	88	109	65	121	114	114	68	69	112	91	78	110	111	78	117	104	121	121	112	120
ERR3468928	71	27	29	72	34	84	76	96	71	27	72	108	71	71	105	101	61	27	75	121	104	97	27	95	75	75	6	34	70	72	27	27	105	37	87	25	26	70	88	104	102	107	0	23	91	58	29	70	96	115	96	71	96	34	27	96	34	96	70	95	96	37	87	95	71	27	27	27	107	104	70	87	70	95	87	29	87	29	96	34	33	70	72	87	96	100	34	34	115	27	27	40	80	106	64	37	23	97	58	72	88	87	27	105	96	105	96	40	0	34	62	76	87	104	71	96	34	91	28	87	37	108	72	101	26	0	57	87	61	28	96	26	70	104	72	75	34	105	61	97	34	96	70	76	27	87	57	27	27	105	101	34	27	75	40	107	27	27	101	28	29	27	70	27	71	27	71	87	89	29	0	45	81	27	115	0	34	27	75	97	88	87	27	121	34	27	70	43	70	26	34	96	6	27	96	71	58	29	27	27	64	87	27	87	70	37	40	107	28	72	115	34	96	27	27	96	80	27	87	87	27	105	34	83	27	105	136	27	70	34	97	70	27	115	97	108	27	70	101	91	70	27	70	87	62	27	62	27	34	70	72	96	34	107	97	27	27	107	27	40	70	27	72	70	29	72	50	96	37	80	27	34	34	97	97	34	105	96	40	29	102	27	43	27	27	34	26
ERR12861589	73	11	19	78	0	92	72	92	73	11	78	104	73	73	99	102	69	23	79	113	96	96	11	93	70	79	32	0	66	78	11	11	99	34	82	27	12	66	79	96	104	103	34	15	94	67	19	66	92	114	94	73	93	38	13	94	38	94	66	87	94	39	75	94	73	18	11	11	103	96	66	75	66	92	75	19	82	19	94	0	42	66	78	75	94	98	0	0	114	11	11	24	77	102	68	39	15	96	60	78	79	75	13	99	94	99	94	24	34	38	56	72	75	96	73	94	38	94	12	75	39	105	78	99	12	34	63	75	69	15	94	12	66	102	78	70	38	99	53	96	38	95	66	72	18	75	63	13	23	99	99	0	13	70	24	103	23	23	99	22	19	18	66	11	73	11	73	75	88	19	34	29	67	13	114	34	0	23	70	97	79	75	11	113	38	13	66	36	66	12	0	94	32	11	94	73	60	19	11	11	68	75	13	75	66	34	24	103	12	78	114	0	94	18	23	94	77	11	75	75	11	99	38	89	11	99	134	11	66	0	96	66	11	114	96	105	23	66	99	94	66	11	66	75	56	11	56	11	0	66	78	94	38	103	96	11	11	99	11	24	66	11	78	66	19	78	27	92	34	77	11	38	38	96	97	38	99	94	24	19	104	23	36	11	11	38	12
ERR3337654	70	20	24	77	23	85	71	93	70	20	77	107	70	70	100	99	64	0	80	118	97	99	20	95	75	80	27	23	73	77	20	20	100	38	85	26	19	73	86	97	101	106	27	14	90	60	24	73	93	117	96	70	93	33	22	96	33	96	73	89	96	30	83	92	70	18	20	20	106	97	73	83	73	94	83	24	85	24	99	23	38	73	77	83	96	97	23	23	117	20	20	34	78	105	65	30	14	99	63	77	86	83	22	100	96	100	96	34	27	33	61	71	83	97	70	96	33	90	21	83	30	109	77	98	21	27	64	83	64	15	96	19	73	101	77	75	33	100	60	99	33	96	73	71	18	83	64	22	0	100	98	23	22	75	37	106	0	0	98	21	24	18	73	20	70	20	70	83	89	24	27	39	75	22	117	27	23	0	75	94	86	83	20	118	33	22	73	36	73	19	23	96	27	20	96	70	63	24	20	20	65	83	22	83	73	38	37	106	21	77	117	23	96	18	0	96	78	20	83	83	20	100	33	90	20	100	132	20	73	23	99	73	20	117	99	109	0	73	98	90	73	20	73	83	61	20	61	20	23	73	77	96	33	106	99	20	20	100	20	34	73	20	77	73	24	77	44	93	38	78	20	33	33	99	94	41	100	99	37	24	101	0	36	20	20	41	21
ERR12861685	87	77	69	86	70	92	97	84	87	77	86	90	87	87	93	83	83	75	87	81	90	77	77	81	0	87	73	70	60	86	77	77	93	67	60	49	76	60	49	90	84	89	75	77	93	60	69	60	84	60	81	87	84	76	77	81	76	81	60	80	81	69	18	77	87	73	77	77	89	90	60	18	60	80	18	69	60	69	77	70	50	60	86	18	81	94	70	70	60	77	77	65	61	84	88	69	77	77	76	86	49	18	77	93	81	93	81	65	75	76	78	97	18	90	87	81	76	93	76	18	69	94	86	77	76	75	75	18	83	78	81	76	60	92	86	0	76	93	43	77	76	81	60	97	73	18	75	77	75	93	77	70	77	0	78	89	75	75	77	74	69	73	60	77	87	77	87	18	76	69	75	58	22	77	60	75	70	75	0	80	49	18	77	81	76	77	60	69	60	76	70	81	73	77	81	87	76	69	77	77	88	18	77	18	60	67	78	89	76	86	60	70	81	73	75	81	61	77	18	18	77	93	76	79	77	93	125	77	60	70	77	60	77	60	77	94	75	60	77	93	60	77	60	18	78	77	78	77	70	60	86	81	76	89	77	77	77	93	77	65	60	77	86	60	69	86	53	84	67	61	77	76	76	77	79	64	93	77	78	69	84	75	69	77	77	64	76
